id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20919726,Cozy room in Sunset Park,10220753,Kirstie,Brooklyn,Sunset Park,40.65027,-74.01101,Private room,79,1,35,2019-06-10,1.6,2,59
20904409,Luxury Tiny house • Ohka,128919111,Journee,Bronx,Allerton,40.86144,-73.86427,Entire home/apt,79,2,95,2019-06-27,4.46,1,225
20903359,Prime Location! Luxury Bldg-Lg Rm w/ City Views!,26019828,Sonia,Manhattan,Hell's Kitchen,40.76078,-73.99683,Private room,79,5,1,2017-09-25,0.05,2,0
20714304,Awesome Cozy Room in The Heart of Astoria!,118751485,Simon,Queens,Ditmars Steinway,40.77786,-73.90819,Private room,79,7,36,2019-06-15,1.64,1,48
20572801,"Beautiful, sunlit private room in Spanish Harlem",133924344,Michele,Manhattan,East Harlem,40.792,-73.94522,Private room,79,1,68,2019-04-27,3.02,1,0
20412160,Spectacular NYC Views in ideal Manhattan Location,6279607,Ela,Manhattan,Kips Bay,40.74042,-73.97822,Private room,79,1,26,2018-03-27,1.13,1,0
20385039,Air mattress boudoir [BEST RATES],142590597,Joica,Brooklyn,East New York,40.67425,-73.87279,Shared room,79,1,9,2019-06-04,0.4,6,180
19923041,ॐ Private Room in Yoga Retreat Center - Brooklyn ॐ,129273512,Lisa& Jonathan,Brooklyn,Gowanus,40.67014,-73.99276,Private room,79,1,81,2019-06-23,3.53,3,353
19750905,Live like a local in the heart of Manhattan,37688229,Roxana,Manhattan,Midtown,40.75568,-73.96798,Entire home/apt,79,6,8,2019-06-21,0.35,1,15
19582754,Cozy room in the best area! Affordable stay in NY!,20761853,Elena,Manhattan,Upper East Side,40.76812,-73.95403,Private room,79,1,62,2019-05-26,2.58,2,258
19526750,Cozy Room in Brooklyn Loft Space,24263304,David,Brooklyn,Williamsburg,40.70533,-73.9295,Private room,79,3,4,2018-09-17,0.19,1,69
19439682,Entire Apartement in Queens!8min from Jfk,136288915,Balwinder,Queens,Richmond Hill,40.6839,-73.82444,Entire home/apt,79,1,272,2019-07-07,11.56,1,56
19275018,Spacious & bright room in Upper West near Columbia,24771293,Allen,Manhattan,Morningside Heights,40.80477,-73.96486,Private room,79,2,11,2018-02-04,0.45,1,0
19179615,"HEART OF BROOKLYN, QUEEN BED, 1 BLOCK FROM SUBWAY!",131976173,Mira,Brooklyn,Bedford-Stuyvesant,40.6908,-73.95507,Private room,79,1,195,2019-06-20,7.79,3,46
19113032,Luxury Master Bedroom in Prime Brooklyn,46317725,Jamie,Brooklyn,Bushwick,40.70179,-73.92379,Entire home/apt,79,1,2,2017-06-08,0.08,2,0
18971993,Sunny Bedroom Steps to Subway & Central Park,128237188,Mante,Manhattan,East Harlem,40.79631,-73.94348,Private room,79,3,66,2019-06-25,2.67,1,263
18869228,CHARMING STUDIO HALF BLOCK TO CENTRAL PARK UWS,9293730,Inna,Manhattan,Upper West Side,40.78569,-73.97048,Entire home/apt,79,30,1,2017-10-16,0.05,16,329
18840683,"Quiet, 2-Bedroom Haven in hip Crown Heights",3323956,Saxon,Brooklyn,Crown Heights,40.67522,-73.94677,Entire home/apt,79,4,2,2019-02-11,0.08,1,0
18510340,Sunny Upper East Side Studio,112081278,Donny,Manhattan,Upper East Side,40.7802,-73.94652,Entire home/apt,79,4,5,2019-04-07,0.19,1,128
18503779,Spacious Bohemian Duplex 1BR E Wburg Yard Roof,128414475,Nitya,Brooklyn,Williamsburg,40.70728,-73.92989,Private room,79,1,11,2017-08-18,0.42,3,0
18329309,"Private, sunny studio apartment in Queens",27670418,Alexisz Tamás,Queens,Ridgewood,40.70036,-73.90238,Entire home/apt,79,9,11,2018-10-17,0.48,1,3
18313862,Gorgeous private bedroom in Park Slope,1507779,Lara,Brooklyn,South Slope,40.66405,-73.98512,Private room,79,14,9,2019-06-08,0.34,2,101
18124558,MANHATTAN by Central Park/Subway Private Bedroom!,3084731,Cristine,Manhattan,East Harlem,40.78949,-73.94461,Private room,79,5,47,2019-06-28,1.77,1,131
17848627,Cozy Room in Harlem,122118705,Anselmo,Manhattan,Harlem,40.8217,-73.93751,Private room,79,2,36,2019-06-30,3.17,1,218
17824351,"Heart of East Village, Middle of Everything",30381715,Sean,Manhattan,East Village,40.72552,-73.98657,Private room,79,4,1,2017-05-13,0.04,1,0
17809161,East Village 1 Bdrm Price Negotiable Exposed Brick,1872051,Alejo,Manhattan,East Village,40.72856,-73.98125,Entire home/apt,79,2,1,2017-04-07,0.04,1,0
17719353,Private Queen room&bathroom in NEW Luxury Building,89197711,Albert,Brooklyn,Gravesend,40.60044,-73.99341,Private room,79,1,2,2017-05-28,0.08,1,0
17682955,Quiet private room near Columbia University,54677014,Andrea,Manhattan,Harlem,40.82279,-73.9517,Private room,79,2,72,2019-06-25,2.59,1,160
17583983,Comfy & Spacious RM with Backyard/Near Metro,105394139,Ciprian,Bronx,Kingsbridge,40.87094,-73.89386,Private room,79,3,115,2019-06-23,4.1,4,71
17349377,One Bedroom Apt in NYC on 1st Floor!,2450673,Christopher,Manhattan,Washington Heights,40.84417,-73.94063,Entire home/apt,79,1,4,2018-01-07,0.14,1,0
17045488,Huge Room in Home with Backyard Near Metro,23878336,Armando,Bronx,Fordham,40.87031,-73.89322,Private room,79,3,98,2019-06-24,3.45,10,68
16814382,Large Room in Home with Backyard Near Metro,23878336,Armando,Bronx,Fordham,40.87035,-73.89335,Private room,79,3,86,2019-06-24,2.88,10,78
16693953,EXQUISITE TRANQUIL QUIET ROOM IN NYC,5281237,Jonathan,Queens,Astoria,40.77255,-73.93023,Private room,79,3,26,2019-06-22,0.93,2,144
16491731,1 TwinXL Bed Walk-To TIME SQUARE #ForReal,51830483,Nathan,Manhattan,Hell's Kitchen,40.76106,-73.98891,Private room,79,1,20,2019-02-19,0.7,2,151
16380258,MANHATTAN MODERN NEAR CENTRAL PARK!,99237414,Peter,Manhattan,East Harlem,40.78676,-73.94376,Private room,79,3,21,2019-06-21,0.69,1,46
16377144,Cozy 2Bedroom Apt. in Astoria,7310057,Carl,Queens,Astoria,40.76793,-73.91918,Entire home/apt,79,3,2,2019-01-01,0.11,1,0
16289203,Huge Bedroom - East Village - NYC,42422050,Paula,Manhattan,East Village,40.72709,-73.97459,Private room,79,2,19,2019-03-16,0.67,2,244
16195143,Spacious RM in Home with Backyard/Near Metro,105394139,Ciprian,Bronx,Fordham,40.86914,-73.8951,Private room,79,3,73,2019-06-20,2.79,4,69
15788312,"Subway, Subway, Subway - AAA+ Location!!!",101653570,The Wrights,Brooklyn,Williamsburg,40.70006,-73.95388,Private room,79,2,167,2019-06-14,5.14,3,21
15713669,Cosy North Bronx studio apartment with Parking,101493347,Beverly,Bronx,Wakefield,40.89121,-73.85131,Entire home/apt,79,3,18,2018-09-25,0.57,1,5
15663653,"In-law unit - bedroom, living room, mini kitchen.",2305944,Misha,Brooklyn,Prospect-Lefferts Gardens,40.66082,-73.94532,Entire home/apt,79,5,48,2019-02-23,1.64,1,0
15603347,Comfortable room in a chic and modern house,515095,Mei,Brooklyn,Carroll Gardens,40.67855,-74.00075,Private room,79,2,74,2019-07-01,2.24,2,45
15568616,Immaculate Apt 15 minutes to midtown NYC by train.,6588016,Joanne,Queens,Long Island City,40.76112,-73.92631,Entire home/apt,79,3,43,2019-06-23,1.35,1,105
15462051,"Private Loft-style Bedroom & En-suite in S.I., NY",99202586,Thelma,Staten Island,Randall Manor,40.63135,-74.13023,Private room,79,2,21,2019-07-01,0.64,5,355
15395942,"Relaxed, artist-inspired duplex in Bed Stuy",98485181,Christopher,Brooklyn,Bedford-Stuyvesant,40.6876,-73.92691,Private room,79,2,16,2019-06-16,1.12,1,173
15206331,"Big Quiet, Clean and Respectful APARTMENT.",46576732,Rosa,Manhattan,Washington Heights,40.85842,-73.92928,Private room,79,1,7,2017-03-19,0.21,1,0
15086143,$89.00 Queen Size Bed,95471771,Lynne,Queens,Jamaica,40.67537,-73.77355,Private room,79,1,5,2018-09-07,0.16,2,179
15079046,Quiet Clean and Charming! Entire Apt Fri-Sun!,43825948,Jeanie,Manhattan,Inwood,40.86582,-73.92582,Private room,79,4,26,2019-05-24,0.78,1,238
14808499,"Large studio in Williamsburg, 3B",49704571,Krzysztof,Brooklyn,Williamsburg,40.71984,-73.94303,Entire home/apt,79,30,11,2019-05-31,0.35,8,136
14527923,Mini suite minutes from Central Park,20521058,Owen,Manhattan,East Harlem,40.79631,-73.94772,Private room,79,3,28,2017-10-17,0.8,1,0
14371877,Spacious 1 bedroom in loft-style building,9725785,J.D. & Stephanie,Brooklyn,Williamsburg,40.7103,-73.96833,Private room,79,1,39,2019-06-13,1.11,2,152
14296299,Lovely private suite in charming historic house,4269804,Mollie,Queens,Ridgewood,40.70717,-73.89395,Private room,79,3,13,2018-05-18,0.39,1,64
14182564,lovely home on 38th street,84914817,Alon,Manhattan,Murray Hill,40.74737,-73.97407,Entire home/apt,79,29,4,2019-04-07,0.42,2,201
14148550,La Guardia Airport Cozy Attic studio with Spiral,35660592,Luis,Queens,Corona,40.75134,-73.85219,Entire home/apt,79,2,83,2019-07-02,2.32,6,320
14104044,Privet outdoor space!!!,84914817,Alon,Manhattan,Murray Hill,40.74733,-73.97289,Entire home/apt,79,30,5,2019-01-06,0.36,2,308
13995350,East Village Cozy Single Bed - Female Only,5822377,Shunan,Manhattan,East Village,40.72608,-73.98798,Shared room,79,1,1,2016-09-18,0.03,2,0
13972766,Location!! Welcome to my Lovely Home.,14911571,Diane,Manhattan,Greenwich Village,40.72738,-74.00018,Private room,79,1,161,2019-06-22,4.43,1,125
13913803,Bedroom in Clinton Hill,4310378,Autumn,Brooklyn,Clinton Hill,40.69561,-73.96269,Private room,79,3,26,2019-05-30,0.75,3,362
13687101,Private room in a hip neighborhood,79725282,Izzi,Manhattan,Upper East Side,40.76601,-73.95814,Private room,79,1,3,2016-07-28,0.08,1,0
13685787,Cozy room with Private porch,69977115,Jacob,Brooklyn,Bensonhurst,40.61649,-73.99043,Private room,79,2,1,2016-07-18,0.03,4,179
13605171,"Bright, quiet room in 2br close to park/trains.",14751888,Mary,Manhattan,Upper West Side,40.78697,-73.97351,Private room,79,2,6,2017-08-15,0.16,1,0
13498392,"Spacious, Bright, Private NYC",2861768,Justin,Manhattan,Harlem,40.81325,-73.95323,Private room,79,6,31,2019-05-23,0.84,3,18
13427968,Hamilton Heights Haven with Private Garden,78258,Maija,Manhattan,Harlem,40.82291,-73.94958,Entire home/apt,79,7,42,2018-08-05,1.14,1,0
13299532,Cozy 2 bedroom APT in the heart of Bushwick,34300852,Katelyn,Brooklyn,Bushwick,40.69472,-73.91405,Entire home/apt,79,2,156,2019-07-07,4.21,1,70
13280923,A room for mom or woman on adventure,74879324,Sophia,Manhattan,Harlem,40.80515,-73.95595,Private room,79,3,50,2018-10-14,1.33,1,36
13248742,Spacious BR in large 2 BR apt in Roosevelt Island,69706365,Bernardo,Manhattan,Roosevelt Island,40.76205,-73.94975,Private room,79,4,2,2016-06-11,0.05,2,0
13240737,Times Square / Broadway Area - Midtown Manhattan,74397192,Glenn,Manhattan,Hell's Kitchen,40.76345,-73.99298,Private room,79,3,136,2019-06-26,3.65,1,47
13225764,Large Clean and Modern Room  Near Subway Lines,74227432,Tony,Manhattan,Harlem,40.82579,-73.9528,Private room,79,1,56,2019-06-09,1.49,1,74
12950997,"Joellen's Place Roomy 1-Queen Bed, Bushwick Apt.",71150679,Joellen,Brooklyn,Bushwick,40.69021,-73.92207,Private room,79,2,57,2019-07-07,1.52,2,127
12759453,The Clean Comfortable Modern Lounge,48671504,Albert,Queens,Cambria Heights,40.68891,-73.73531,Entire home/apt,79,2,90,2019-06-24,2.35,1,331
12168212,`A BEAUTY IN BK,7039396,Sol And Coach,Brooklyn,Cypress Hills,40.68202,-73.88943,Entire home/apt,79,1,130,2019-06-26,3.48,2,258
12053427,Modern Studio in Middle Village,8896489,Florin,Queens,Maspeth,40.72153,-73.88753,Entire home/apt,79,3,64,2019-06-23,1.6,1,311
11866156,Apt in Heart of Hell's Kichen,988788,Marissa,Manhattan,Hell's Kitchen,40.76362,-73.99033,Private room,79,1,1,2016-04-03,0.03,1,0
11587779,Upper West Side- 1 room in 3bed apt,27125291,Arthur,Manhattan,Upper West Side,40.79908,-73.96141,Private room,79,1,4,2017-05-21,0.1,1,0
11575101,Private studio apartment,61175876,Raquel,Brooklyn,Bushwick,40.69549,-73.92249,Entire home/apt,79,4,97,2019-07-01,2.42,2,250
11509497,HUGE LIGHTENED ROOM / APARTMENT BROOKLYN,60639864,Joseph,Brooklyn,Bedford-Stuyvesant,40.68962,-73.95169,Private room,79,1,16,2019-06-19,0.41,1,0
11497938,One Bedroom with kids room / office,60501531,John,Bronx,Spuyten Duyvil,40.88058,-73.91812,Entire home/apt,79,186,7,2016-07-30,0.18,1,365
11457547,"NEW! Furnished, East Village Gem",16589150,Daniel,Manhattan,East Village,40.72526,-73.99031,Private room,79,2,14,2016-06-17,0.34,1,0
11371773,Sunny room with private insuite bathroom,22577148,Diana,Brooklyn,Bedford-Stuyvesant,40.69627,-73.9345,Private room,79,3,37,2019-06-30,0.94,7,358
11326009,Cozy SunLit Room Next To TimeSquare,13125944,Calvin,Manhattan,Hell's Kitchen,40.7651,-73.98854,Private room,79,1,2,2016-05-21,0.05,2,0
11068607,"Cityview in E Williamsburg/Bushwick ""Great Place""",57452929,Jonathan,Brooklyn,Williamsburg,40.70673,-73.92695,Private room,79,2,134,2019-07-01,3.26,1,2
11046443,MANHATTAN Studio 10 SECONDS Walk to Subway,17171841,Bond,Manhattan,East Harlem,40.79736,-73.94203,Entire home/apt,79,1,149,2019-06-23,3.63,1,290
10985093,PEACEFUL PRIVATE ROOM/BATH IN BEAUTIFUL GARDEN APT,56995315,Nina,Manhattan,Roosevelt Island,40.76366,-73.9479,Private room,79,2,29,2019-07-05,0.74,1,321
10593675,"La Spezia room.  Clean, quiet and comfortable bed",2787,John,Brooklyn,Bensonhurst,40.60951,-73.97642,Shared room,79,1,15,2018-09-29,0.43,6,180
10311049,Spacious Sunlit Room in Manhattan 18m Times Square,6057887,Mutaz,Manhattan,Washington Heights,40.8471,-73.93803,Private room,79,3,4,2019-06-09,0.1,5,17
10192593,"Cozy Room in LIC, 7 min to TimesSq",1589909,Alosha,Queens,Long Island City,40.74392,-73.95147,Private room,79,15,9,2019-01-03,0.26,2,259
10160215,Torre del Lago Room.,2787,John,Brooklyn,Gravesend,40.60755,-73.9741,Private room,79,1,17,2019-06-26,0.4,6,174
10039992,Loft @ Heart of Williamsburg,19912320,Charles,Brooklyn,Williamsburg,40.71686,-73.95428,Private room,79,5,3,2017-01-02,0.07,2,0
9940253,COZY&BIG ROOM FOR YOU:),51087754,卷妮,Manhattan,Roosevelt Island,40.76046,-73.95125,Private room,79,2,3,2016-05-29,0.07,1,0
9906768,Soho/Greenwich Village Bedroom,7655328,Jessica,Manhattan,Greenwich Village,40.72791,-73.99997,Private room,79,1,3,2016-06-27,0.07,3,0
9860571,The RoyaltySpace @Williamsburg BK3,24120303,Charles Jnr,Brooklyn,Williamsburg,40.70848,-73.94945,Private room,79,1,13,2016-08-21,0.3,1,0
9617219,Studio One Deluxe Private Room (private bathroom),47784768,Yemi,Brooklyn,Brownsville,40.66374,-73.91733,Private room,79,2,70,2019-06-23,1.6,2,253
9509369,Gorgeous sunny studio & perfect beautiful NYC area,24767704,Danielle,Brooklyn,Bedford-Stuyvesant,40.6847,-73.93262,Entire home/apt,79,2,4,2016-06-20,0.09,1,0
9150194,Sunny Private Room nr 4 Train Lines,22489244,Jared,Brooklyn,Williamsburg,40.7048,-73.94294,Private room,79,2,78,2019-06-12,1.91,1,58
9127163,Quiet retreat- exclusive. Access NYC attractions.,47546771,June,Queens,Holliswood,40.72402,-73.76828,Private room,79,3,4,2019-06-02,0.31,1,180
9040931,Queen bedroom & huge private bath,29213,Angela,Brooklyn,Fort Greene,40.68785,-73.97682,Private room,79,7,1,2015-10-23,0.02,1,0
8381173,Charming Hell's Kitchen nest -- bedroom 2,19838610,Scott,Manhattan,Hell's Kitchen,40.76859,-73.9872,Private room,79,1,5,2017-05-13,0.14,1,0
8265482,Cozy Private Room Near Bronx Zoo,43583032,Stephanie,Bronx,West Farms,40.84328,-73.88173,Private room,79,1,3,2018-10-08,0.16,1,179
8055721,Private Garden View in Brownstone Near Subway,40176101,Brady,Brooklyn,Bedford-Stuyvesant,40.69022,-73.93077,Private room,79,1,291,2019-06-29,6.26,7,26
8055582,Private Autumn Room in Brownstone Near Subway,40176101,Brady,Brooklyn,Bedford-Stuyvesant,40.69003,-73.93085,Private room,79,1,284,2019-06-09,6.09,7,67
8054651,Private Sunlight Room in Brownstone Near Subway,40176101,Brady,Brooklyn,Bedford-Stuyvesant,40.68929,-73.93079,Private room,79,1,296,2019-06-27,6.37,7,59
7889596,Large sunny room close to N&D train LGBTQ friendly,11010205,Jacob,Brooklyn,Bensonhurst,40.61391,-73.99128,Private room,79,2,2,2019-06-22,0.22,2,365
7885044,Bedroom in Williamsburg's Heart,20792304,Baptiste,Brooklyn,Williamsburg,40.71413,-73.95044,Private room,79,2,3,2015-08-31,0.06,1,0
7725825,COMFORT 25 MINS FROM NEW YORK,40595718,Adria,Queens,Ozone Park,40.68792,-73.83752,Entire home/apt,79,1,22,2019-04-15,0.49,1,130
7662874,"Quiet, sunny, renovated",40223271,Max,Manhattan,Harlem,40.82883,-73.94468,Entire home/apt,79,15,22,2019-05-05,0.49,1,0
6404584,Tree-lined block+Roof+private rooms,33403059,Joshua,Brooklyn,Crown Heights,40.67725,-73.95994,Private room,79,5,3,2015-10-16,0.06,3,0
6196860,Comfy convenient apt. by the trains,32135311,Oliver,Manhattan,Inwood,40.85901,-73.92874,Entire home/apt,79,4,4,2016-01-20,0.09,1,0
6168663,Private bedroom in sunny apt,15743117,Alice,Manhattan,Harlem,40.81192,-73.95239,Private room,79,5,2,2015-10-07,0.04,1,0
5979675,`AMAZING BROOKLYN HOME,7039396,Sol And Coach,Brooklyn,Cypress Hills,40.68085,-73.88895,Entire home/apt,79,1,91,2019-06-29,1.81,2,255
5136833,Spacious private room upper west side,26558533,Jinqiu,Manhattan,Upper West Side,40.79678,-73.96545,Private room,79,2,8,2016-10-16,0.22,1,0
5096158,Fun Space in the Heart of Williamsburg,21201361,Jamie,Brooklyn,Williamsburg,40.71102,-73.95627,Private room,79,1,1,2018-08-26,0.09,1,89
4984951,Home Away From Home,23570473,James,Brooklyn,Crown Heights,40.6726,-73.95364,Private room,79,1,37,2019-05-27,0.72,3,339
4813832,Cozy room in Prospect Heights,13486673,David,Brooklyn,Prospect Heights,40.67904,-73.97289,Private room,79,13,8,2019-03-13,0.19,3,24
4663804,Cozy Room by CentralPark-Times Sq,24132118,Deborah,Manhattan,Hell's Kitchen,40.76793,-73.98817,Private room,79,7,1,2015-06-17,0.02,1,0
4614146,Stay on St. Marks Place for your NYC Vacation!,4293340,Teena,Manhattan,East Village,40.72764,-73.98748,Private room,79,2,2,2017-12-25,0.1,1,0
4464508,Flatbush Gardens,23162890,Terrance,Brooklyn,Flatbush,40.6489,-73.96374,Private room,79,3,35,2018-10-28,0.62,2,336
4412533,cozy tucked away in el barrio,22904933,Charlene,Manhattan,East Harlem,40.79765,-73.94022,Private room,79,3,56,2019-05-27,1.1,2,90
4165278,HUGE Room in an AMAZING Location!,4403262,Adam,Manhattan,Lower East Side,40.71906,-73.98433,Private room,79,9,5,2016-08-15,0.09,1,0
4144519,1 Bedroom & Semi- Private Living Area,1756624,Samer,Queens,Sunnyside,40.74059,-73.91985,Private room,79,3,23,2018-08-31,0.4,1,88
3826908,"Home, Sweet Home!",19691070,Haim,Queens,Long Island City,40.74622,-73.94277,Private room,79,1,39,2019-07-06,0.83,1,297
3529503,Quiet room+bath w/ separate entry.,6491377,Zaineb,Brooklyn,Bedford-Stuyvesant,40.69334,-73.94608,Private room,79,4,70,2019-06-24,1.19,1,308
3507112,"#1 PRIVATE STUDIO IN BX,15MINS NYC.",17658078,Richard,Bronx,Mott Haven,40.81049,-73.9043,Private room,79,2,11,2016-03-19,0.19,1,0
2791758,Bright Modern Room with Balcony and City Views,2637408,Chris,Brooklyn,Williamsburg,40.71173,-73.94955,Private room,79,3,115,2019-07-01,2.83,2,111
2640764,Cozy Room in Williamsburg 3BR,72014,Lulú,Brooklyn,Williamsburg,40.71112,-73.96268,Private room,79,22,21,2019-06-14,0.34,4,313
2435669,Charming Mid-Century Studio,1301613,Janet,Brooklyn,Flatbush,40.64815,-73.96486,Entire home/apt,79,2,8,2017-09-05,0.13,1,6
2432545,Your own apartment in Bushwick,3053987,Darwin And Nicole,Brooklyn,Bushwick,40.6911,-73.92125,Entire home/apt,79,3,43,2018-07-07,0.71,2,0
2237032,"Cozy Room in LIC, 7 min to Times Sq",1589909,Alosha,Queens,Long Island City,40.74495,-73.95146,Private room,79,15,15,2019-05-23,0.29,2,238
2193649,CLEAN ROOM on Lower East Side,11136429,Yanina,Manhattan,Lower East Side,40.71735,-73.99095,Private room,79,1,259,2017-12-20,3.93,1,2
2108424,Sunny Private room in Brooklyn,8013034,Kenny And Christine,Brooklyn,Bushwick,40.69636,-73.91138,Private room,79,1,20,2019-06-15,0.32,2,285
2067688,MIDTOWN MANHATTAN-WALKING DISTANCE TO EMPIRE STATE,10575680,David,Manhattan,Kips Bay,40.74221,-73.98121,Private room,79,2,2,2017-01-02,0.06,2,0
2044873,Bushwick Artist Loft - Awesome Room,3886532,Tom & Lily,Brooklyn,Bushwick,40.70781,-73.92184,Private room,79,1,89,2019-04-24,1.39,3,310
2016579,Cozy Private room in Brooklyn,8013034,Kenny And Christine,Brooklyn,Bushwick,40.69641,-73.90994,Private room,79,1,13,2018-12-01,0.49,2,315
1987371,"Williamsburg, prime loction, Brooklyn private room",1525582,Christina,Brooklyn,Williamsburg,40.71971,-73.95998,Private room,79,3,176,2019-06-21,2.63,1,37
1914590,Nice clean large Bedroom in Astoria,6194487,Rocio & James,Queens,Astoria,40.76425,-73.90489,Private room,79,1,108,2019-05-30,2.68,3,313
1682958,Beautiful Cozy Room Great Price!,6194487,Rocio & James,Queens,Astoria,40.76359,-73.90586,Private room,79,1,274,2019-04-25,4.02,3,308
1628564,Stylish Room on Express Line to Midtown,5334697,Shane,Manhattan,Washington Heights,40.83942,-73.93855,Private room,79,5,112,2019-07-02,1.59,3,1
1559912,Quiet Large 1BR Near Columbia,8301763,Kevin,Manhattan,Morningside Heights,40.8061,-73.9662,Entire home/apt,79,5,9,2016-10-12,0.13,1,0
1514939,Bright Studio Apt on Prospect Park,8088731,Jon,Brooklyn,Prospect-Lefferts Gardens,40.66021,-73.96107,Entire home/apt,79,7,19,2019-02-18,0.43,1,0
1347478,Bright Bohemian master bedroom in Williamsburg,7310886,Kristin,Brooklyn,Williamsburg,40.71101,-73.95164,Private room,79,2,11,2019-04-21,0.8,1,73
1325432,"Private Room in Woodside, Queens: Good Deal!",2989617,Seth,Queens,Woodside,40.74265,-73.89781,Private room,79,2,61,2019-05-20,0.93,1,353
1186153,Sexy Bedroom near Central Park!,6486116,Ari,Manhattan,East Harlem,40.78943,-73.94726,Private room,79,1,38,2019-05-04,0.6,4,106
1155885,Fresh and modern 1BR in Bed-Stuy,6334250,Shaila & Alex,Brooklyn,Bedford-Stuyvesant,40.68683,-73.92922,Entire home/apt,79,2,198,2019-06-21,2.66,1,250
1132409,Amazing Upper West Side Loft-Studio,3038687,Karen,Manhattan,Upper West Side,40.78898,-73.97589,Entire home/apt,79,30,12,2016-04-01,0.16,8,36
883306,1  Bedroom in Clinton Hill Share,4310378,Autumn,Brooklyn,Clinton Hill,40.69494,-73.96372,Private room,79,2,102,2019-06-17,1.41,3,361
830949,DESIGNER LOFT W PRIVATE ROOFTOP & PANORAMIC VIEWS,4352069,Rebecca,Manhattan,East Village,40.72632,-73.97907,Private room,79,1,137,2019-06-20,1.98,2,298
811450,Private Townhouse Guest Suite,4267089,Jo,Brooklyn,Bedford-Stuyvesant,40.68194,-73.92757,Private room,79,4,1,2015-01-02,0.02,1,359
807535,Spacious Private Bedroom Brooklyn - Williamsburg,4249297,Martina,Brooklyn,Williamsburg,40.70876,-73.94971,Private room,79,5,5,2019-01-02,0.21,2,198
719914,Charming Harlem Getaway-Women Only,3715319,Crystal,Manhattan,Harlem,40.82655,-73.93943,Private room,79,3,19,2018-10-26,0.3,1,365
657217,Prime location near Central Park !!,3312204,Olga,Manhattan,Upper East Side,40.7779,-73.95246,Private room,79,1,347,2019-07-04,4.24,2,247
644869,Luxury Doorman Building! w/Pvt Bath,1223359,Steven,Manhattan,Harlem,40.8224,-73.94358,Private room,79,3,9,2019-06-30,0.11,1,329
573612,"Sunny Private Bedroom by Express Train, Colleges!",2270624,Ny,Manhattan,Harlem,40.81199,-73.95116,Private room,79,1,132,2019-06-16,1.56,2,335
544131,Heart of Greenwich Village near Bleecker St,534328,F,Manhattan,Greenwich Village,40.72987,-74.00082,Private room,79,4,87,2019-07-04,1.02,1,30
501082,Private Bdrm & Bath-30-night min-Weekly Maid Serv.,2471671,Joyce,Manhattan,Harlem,40.82392,-73.94205,Private room,79,30,185,2019-06-07,2.15,1,302
333189,Charming private room in New-York,1697784,Jonathan,Brooklyn,Williamsburg,40.71179,-73.96449,Private room,79,4,42,2019-06-24,0.47,2,52
319844,Cute Room in Historic Loft!,1639884,Nora,Brooklyn,Greenpoint,40.73028,-73.95927,Private room,79,14,22,2019-05-02,0.25,1,268
246916,Quality Cozy Studio Next to Subway,3647,Rafael,Queens,Elmhurst,40.7347,-73.88066,Entire home/apt,79,4,60,2019-06-25,0.64,2,297
225306,Charming room in Victorian home,1112560,Mary,Brooklyn,Bedford-Stuyvesant,40.68749,-73.95494,Private room,79,3,115,2019-07-05,1.21,3,264
215560,"Sunny, calm room in Victorian home",1112560,Mary,Brooklyn,Bedford-Stuyvesant,40.68741,-73.95741,Private room,79,3,152,2019-06-25,1.6,3,192
170420,The Happy home!,812814,Lena,Manhattan,East Harlem,40.7932,-73.94007,Entire home/apt,79,2,15,2016-02-15,0.16,1,0
140425,Holiday Time in NY - Oh My!!,683975,Ivy,Brooklyn,Crown Heights,40.6755,-73.95878,Private room,79,2,115,2017-05-25,1.18,1,0
85094,Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,322716,Alex,Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,79,15,11,2019-01-14,0.11,5,179
39593,"A room w/ a Manhattan view, longer stay",110506,Myung,Queens,Sunnyside,40.74559,-73.92313,Private room,79,30,28,2019-04-12,0.26,1,126
5203,Cozy Clean Guest Room - Family Apt,7490,MaryEllen,Manhattan,Upper West Side,40.80178,-73.96723,Private room,79,2,118,2017-07-21,0.99,1,0
5178,Large Furnished Room Near B'way ,8967,Shunichi,Manhattan,Hell's Kitchen,40.76489,-73.98493,Private room,79,2,430,2019-06-24,3.47,1,220
36113257,WaHi Walk Up,22528598,Jennifer,Manhattan,Washington Heights,40.85269,-73.93616,Private room,80,1,1,2019-06-29,1,1,68
36081181,Private Room in the most convenient location!,93551842,Farhath,Manhattan,Murray Hill,40.74605,-73.9773,Private room,80,1,1,2019-06-26,1,1,2
36026259,1 bdr in heart of Harlem,6150742,Anna,Manhattan,Harlem,40.81761,-73.94434,Private room,80,1,1,2019-07-07,1,1,86
36006640,Bright and Cozy Room - Renovated Williamsburg Apt,22883314,Tzvetomir,Brooklyn,Williamsburg,40.71073,-73.96208,Private room,80,2,2,2019-07-01,2,1,42
35975257,Spacious & clean room 25 minutes from Manhattan,31044879,Ara,Queens,Sunnyside,40.73681,-73.92024,Private room,80,2,2,2019-07-01,2,2,188
